file_id,F0_med,F0_p5,F0_p95,F1_med,F2_med,F3_med,F4_med,F2_over_F1,F3_over_F2,F4_over_F3,f0_mean_hz,f0_sd_hz,f0_min_hz,f0_max_hz,f0_p5_hz,f0_p95_hz,range_semitones,range_st_5_95,slope_st_per_sec,f0_sd_st,voiced_frac,hnr_mean_db,hnr_median_db,hnr_voiced_fraction,breathiness_index
andro_sample3,162.86663,150.321234,229.27399599999998,411.53982,1644.97502,2733.56704,3946.34426,3.9971223683773784,1.6617681160896898,1.4436610488250545,181.35675853212064,48.09401255041466,75.94369807138946,436.9730058738835,142.0363758179225,272.8387783108327,30.294504023017986,11.301459041559601,-0.36484734303308286,3.9257667559477407,0.5841821449970042,12.48553407111416,12.869251746582774,0.6173652694610778,-12.48553407111416
